Subgroup,SubgroupCount,ProteinCluster
0_GroupD_MH572359,1,0_GroupD_MH572359=_weight-1.62E+5=_VP2_
0_GroupD_MH572359,1,0_GroupD_MH572359=_weight-2.00E+1_
0_GroupD_MH572359,1,0_GroupD_MH572359=_weight-2.36E+3_
0_GroupD_MH572359,1,0_GroupD_MH572359=_weight-5.79E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-2.08E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-2.28E+3_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-2.50E+9_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-2.56E+1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-2.82E-1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-3.02E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-5.82E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_Alex_ape=_weight-7.25E+8_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-6.49E+1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_ADEG01000016_Prevotella_buccalis_ATCC_35310=_weight-9.55E+12_
0_HF992559_Prevotella_sp._CAG:1185,4,0_HF992559_Prevotella_sp._CAG:1185=_weight-9.29E+1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-1.06E+1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-1.20E-1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-1.49E+7_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-1.64E+2_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-1.67E-1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-1.79E+0_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-2.27E-1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-3.15E+1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-3.28E+1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-4.10E-1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-5.04E+1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-5.15E+10_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-5.21E+0_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-5.55E+1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-5.90E-1_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-7.82E-2_
0_HF997618_Alistipes_finegoldii_CAG:68,2,0_HF997618_Alistipes_finegoldii_CAG:68=_weight-8.10E+7_
0_CZAG01000003_Parabacteroides_merdae,43,0_JH976490_Parabacteroides_distasonis_CL09T03C24=_weight-1.41E+0_
0_CZAG01000003_Parabacteroides_merdae,43,0_JH976490_Parabacteroides_distasonis_CL09T03C24=_weight-3.30E+0_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000065_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-1.04E+0_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000065_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-1.18E+1_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000065_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-1.83E+0_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000065_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-2.09E+0_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000065_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-5.66E+1_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000073_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-1.44E-1_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000073_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-1.60E-1_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000132_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-6.36E+5_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHP01000154_Parabacteroides_distasonis_str._3999B_T(B)_4=_weight-5.38E+2_
0_CZAG01000003_Parabacteroides_merdae,43,0_JNHQ01000100_Parabacteroides_distasonis_str._3999B_T(B)_6=_weight-8.42E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_CGM_MH572490=_VP1
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_CP019307_Phaeobacter_inhibens=_weight-2.15E+4_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_CP019307_Phaeobacter_inhibens=_weight-1.27E+7_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-1.49E+2_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-1.70E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-2.60E-1_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-3.41E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-3.98E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-4.26E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-5.31E-1_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-6.08E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-7.03E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-9.83E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_JPYQ01000001_Rhizobium_sp._YS-1r=_weight-9.86E-2_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_JQIR01000112_Sulfurovum_sp._FS06-10=_weight-1.04E+6_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_JQIR01000112_Sulfurovum_sp._FS06-10=_weight-1.10E+5_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_JQIR01000112_Sulfurovum_sp._FS06-10=_weight-1.16E+4_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_JQIR01000112_Sulfurovum_sp._FS06-10=_weight-1.29E+2_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_JQIR01000112_Sulfurovum_sp._FS06-10=_weight-1.37E+20_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_JQIR01000112_Sulfurovum_sp._FS06-10=_weight-3.45E+0_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_JQIR01000112_Sulfurovum_sp._FS06-10=_weight-6.80E+1_
0_JQIR01000112_Sulfurovum_sp._FS06-10,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
0_ADEG01000016_Prevotella_buccalis_ATCC_35310,3,0_JRNN01000063_Prevotella_buccalis_DNF00853=_weight-1.70E+1_
0_ADEG01000016_Prevotella_buccalis_ATCC_35310,3,0_JRNN01000063_Prevotella_buccalis_DNF00853=_weight-1.80E+0_
0_ADEG01000016_Prevotella_buccalis_ATCC_35310,3,0_JRNN01000063_Prevotella_buccalis_DNF00853=_weight-8.25E-2_
0_ADEG01000016_Prevotella_buccalis_ATCC_35310,3,0_JRNN01000063_Prevotella_buccalis_DNF00853=_weight-9.09E+0_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_JRNU01000025_Prevotella_amnii_DNF00058=_weight-1.20E+11_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_JRNU01000025_Prevotella_amnii_DNF00058=_weight-1.45E+1_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_ADEG01000016_Prevotella_buccalis_ATCC_35310=_weight-9.55E+12_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_JRNU01000025_Prevotella_amnii_DNF00058=_weight-1.56E+0_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_JRNU01000025_Prevotella_amnii_DNF00058=_weight-1.79E+3_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_JRNU01000025_Prevotella_amnii_DNF00058=_weight-4.29E+0_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_JRNU01000025_Prevotella_amnii_DNF00058=_weight-4.49E+0_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_GL872283_Prevotella_multiformis_DSM_16608=_weight-3.91E+8_
0_JRNU01000025_Prevotella_amnii_DNF00058,2,0_JRNU01000025_Prevotella_amnii_DNF00058=_weight-7.16E+4_
0_CP032923_Agrobacterium_tumefaciens,7,0_JYFU01000029_Rhizobium_sp._UR51a=_weight-3.55E+0_
0_CP032923_Agrobacterium_tumefaciens,7,0_JYFU01000029_Rhizobium_sp._UR51a=_weight-6.44E+1_
0_CP032923_Agrobacterium_tumefaciens,7,0_JYFU01000029_Rhizobium_sp._UR51a=_weight-7.66E-2_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-1.43E+1_
0_JZEY01000054_Devosia_chinhatensis,1,0_CGM_MH572490=_VP1
0_JZEY01000054_Devosia_chinhatensis,1,0_CP019307_Phaeobacter_inhibens=_weight-2.15E+4_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-2.42E+0_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-2.82E+6_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-3.10E+2_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-3.16E+1_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-3.20E+0_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-3.20E+0_1
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-5.51E+0_
0_JZEY01000054_Devosia_chinhatensis,1,0_JZEY01000054_Devosia_chinhatensis=_weight-6.91E+1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-1.32E+0_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_ADEG01000016_Prevotella_buccalis_ATCC_35310=_weight-9.55E+12_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-1.54E+1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-1.55E+8_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_GL872283_Prevotella_multiformis_DSM_16608=_weight-3.91E+8_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-1.97E-1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-2.10E+1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-2.41E-1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-2.72E+0_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-3.67E+1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-4.37E+2_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-4.65E+1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-5.09E-1_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-5.69E+3_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-8.73E+3_
0_KI669419_Prevotella_nigrescens_CC14M,1,0_KI669419_Prevotella_nigrescens_CC14M=_weight-8.90E+0_
0_CP032923_Agrobacterium_tumefaciens,7,0_KV878023_Rhizobium_pusense=_weight-1.11E+0_
0_CP032923_Agrobacterium_tumefaciens,7,0_KV878023_Rhizobium_pusense=_weight-1.82E+0_
0_CP032923_Agrobacterium_tumefaciens,7,0_KV878023_Rhizobium_pusense=_weight-2.14E+1_
0_CP032923_Agrobacterium_tumefaciens,7,0_KV878023_Rhizobium_pusense=_weight-4.38E+0_
0_CP032923_Agrobacterium_tumefaciens,7,0_KV878023_Rhizobium_pusense=_weight-9.90E-2_
0_LAAO01000012,2,0_LAAO01000012=_weight-1.03E+1_
0_LAAO01000012,2,0_LAAO01000012=_weight-1.05E+8_
0_LAAO01000012,2,0_LAAO01000012=_weight-1.05E-1_
0_LAAO01000012,2,0_AYPZ01000005_Rhodobacter_capsulatus_YW2=_weight-5.14E+10_
0_LAAO01000012,2,0_AYPZ01000005_Rhodobacter_capsulatus_YW2=_weight-5.42E+2_
0_LAAO01000012,2,0_LAAO01000012=_weight-1.42E+0_
0_LAAO01000012,2,0_AYPZ01000005_Rhodobacter_capsulatus_YW2=_weight-3.59E+6_
0_LAAO01000012,2,0_LAAO01000012=_weight-2.29E-1_
0_LAAO01000012,2,0_LAAO01000012=_weight-2.67E-1_
0_LAAO01000012,2,0_LAAO01000012=_weight-2.88E+3_
0_LAAO01000012,2,0_LAAO01000012=_weight-6.11E-1_
0_LAAO01000012,2,0_LAAO01000012=_weight-7.96E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-1.43E+1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-1.74E+1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-2.21E-1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-2.67E-1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-2.94E+2_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-3.07E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-3.79E+5_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-3.98E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-4.85E+1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-5.36E+1_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-5.73E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-5.97E+2_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-9.53E+0_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-9.71E-2_
0_HF992559_Prevotella_sp._CAG:1185,4,0_LFQU01000051_Prevotella_rara=_weight-9.82E+0_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-1.12E+0_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-1.21E+1_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-1.24E+0_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-1.25E+0_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-1.42E+0_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-1.52E+2_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-1.67E+3_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-2.29E+2_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-2.58E+9_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_LJOW01000239_Aphanizomenon_flos-aquae_WA102=_weight-6.96E+6_
0_LJOW01000239_Aphanizomenon_flos-aquae_WA102,1,0_Aravirinae_KM589500=_VP4
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_LMGN01000011_Rhizobium_sp._Root564=_weight-2.15E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_LMGN01000011_Rhizobium_sp._Root564=_weight-2.29E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_LMGN01000011_Rhizobium_sp._Root564=_weight-2.51E-1_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_LMGN01000011_Rhizobium_sp._Root564=_weight-3.30E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_LMGN01000011_Rhizobium_sp._Root564=_weight-4.18E+2_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_LMGN01000011_Rhizobium_sp._Root564=_weight-6.97E+0_
0_JPYQ01000001_Rhizobium_sp._YS-1r,5,0_LMGN01000011_Rhizobium_sp._Root564=_weight-7.58E+0_
0_CP032923_Agrobacterium_tumefaciens,7,0_LMHB01000005_Rhizobium_sp._Root651=_weight-2.50E+0_
0_CP032923_Agrobacterium_tumefaciens,7,0_LMHB01000005_Rhizobium_sp._Root651=_weight-9.67E+0_
0_Alex_ape,20,0_LRGC01000013_Bacteroides_stercoris=_weight-1.17E-1_
0_Alex_ape,20,0_LRGC01000013_Bacteroides_stercoris=_weight-1.62E-1_
0_Alex_ape,20,0_LRGC01000013_Bacteroides_stercoris=_weight-2.23E+0_
0_Alex_ape,20,0_LRGC01000013_Bacteroides_stercoris=_weight-2.52E+0_
0_Alex_ape,20,0_LRGC01000013_Bacteroides_stercoris=_weight-2.79E+1_
0_Alex_ape,20,0_LRGC01000013_Bacteroides_stercoris=_weight-8.08E-1_
0_LAAO01000012,2,0_LVUT01000012=_weight-2.50E-1_
0_LAAO01000012,2,0_LVUT01000012=_weight-5.43E+0_
0_LAAO01000012,2,0_LVUT01000012=_weight-6.12E-1_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-1.58E+3_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-1.67E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-1.71E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-1.73E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_CP019307_Phaeobacter_inhibens=_weight-2.15E+4_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-1.83E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-2.11E+1_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-3.60E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-3.69E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-4.13E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_LYXZ01000012_Labrys_sp._WJW=_weight-7.27E+0_
0_LYXZ01000012_Labrys_sp._WJW,1,0_CP034455_Mesorhizobium_sp._M1A.F.Ca.IN.022.06.1.1=_weight-7.77E+1_
0_LYXZ01000012_Labrys_sp._WJW,1,0_CGM_MH572490=_VP1
0_LYXZ01000012_Labrys_sp._WJW,1,0_CP019307_Phaeobacter_inhibens=_weight-1.27E+7_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-1.10E-1_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-1.20E+0_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-1.24E-1_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-1.28E+0_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-1.54E+0_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-2.25E+0_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-2.42E-1_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-2.88E-1_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAGZ01000012_Elizabethkingia_meningoseptica=_weight-9.36E-1_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAHQ01000003_Elizabethkingia_bruuniana=_weight-1.34E+0_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAHQ01000003_Elizabethkingia_bruuniana=_weight-2.67E+0_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAHQ01000003_Elizabethkingia_bruuniana=_weight-2.89E-1_
0_CCAB010000112_Elizabethkingia_anophelis_fragment,10,0_MAHQ01000003_Elizabethkingia_bruuniana=_weight-5.88E-1_
0_Amyovirinae_MG214764,8,0_MKSU01000016_Sphingomonas_sp._67-36=_weight-1.78E+4_
0_Amyovirinae_MG214764,8,0_MKSU01000016_Sphingomonas_sp._67-36=_weight-2.56E+2_
0_Amyovirinae_MG214764,8,0_MKSU01000016_Sphingomonas_sp._67-36=_weight-3.13E+1_
0_Amyovirinae_MG214764,8,0_MKSU01000016_Sphingomonas_sp._67-36=_weight-3.80E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-1.30E+5_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-1.38E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-1.44E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-1.73E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-3.26E+4_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-3.61E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-3.97E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-3.98E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-4.38E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-4.42E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-5.51E+12_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-5.52E+3_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-7.22E+2_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-7.25E+0_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_MNTT01000014_Acetobacter_sp._46_36=_weight-7.69E+12_
0_MNTT01000014_Acetobacter_sp._46_36,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
0_MPVW01000153_Acinetobacter_baylyi_fragment,1,0_MPVW01000153_Acinetobacter_baylyi_fragment=_weight-2.14E+2_
0_MPVW01000153_Acinetobacter_baylyi_fragment,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
0_MPVW01000153_Acinetobacter_baylyi_fragment,1,0_MPVW01000153_Acinetobacter_baylyi_fragment=_weight-2.64E+0_
0_MPVW01000153_Acinetobacter_baylyi_fragment,1,0_MPVW01000153_Acinetobacter_baylyi_fragment=_weight-4.46E+1_
0_MPVW01000213_Acinetobacter_baylyi_fragment,1,0_MPVW01000213_Acinetobacter_baylyi_fragment=_weight-6.06E+1_
0_MPVW01000213_Acinetobacter_baylyi_fragment,1,0_MPVW01000213_Acinetobacter_baylyi_fragment=_weight-6.79E+0_
0_MPVW01000225_Acinetobacter_baylyi_fragment,1,0_MPVW01000225_Acinetobacter_baylyi_fragment=_weight-2.44E+2_
0_MPVW01000225_Acinetobacter_baylyi_fragment,1,0_MPVW01000225_Acinetobacter_baylyi_fragment=_weight-7.79E+0_
0_MPVW01000341_Acinetobacter_baylyi_fragment,1,0_MPVW01000341_Acinetobacter_baylyi_fragment=_weight-1.98E-2_
0_MPVW01000341_Acinetobacter_baylyi_fragment,1,0_MPVW01000341_Acinetobacter_baylyi_fragment=_weight-6.82E+1_
0_MVYU01000002_Entomoplasmatales_bacterium_EntAcro1_fragment,1,0_MVYU01000002_Entomoplasmatales_bacterium_EntAcro1_fragment=_weight-1.16E+2_
